TEFF  10000.  GRAVITY 4.00000 LTE 
TITLE  [ 0.0] VTURB=0  L/H=1.25 NOVER NEW ODF                                   
 OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
 CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   1.00000 ABUNDANCE CHANGE 1 0.92040 2 0.07834
 ABUNDANCE CHANGE  3 -10.94  4 -10.64  5  -9.49  6  -3.52  7  -4.12  8  -3.21
 ABUNDANCE CHANGE  9  -7.48 10  -3.96 11  -5.71 12  -4.46 13  -5.57 14  -4.49
 ABUNDANCE CHANGE 15  -6.59 16  -4.71 17  -6.54 18  -5.64 19  -6.92 20  -5.68
 ABUNDANCE CHANGE 21  -8.87 22  -7.02 23  -8.04 24  -6.37 25  -6.65 26  -4.54
 ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
 ABUNDANCE CHANGE 33  -9.67 34  -8.63 35  -9.41 36  -8.73 37  -9.44 38  -9.07
 ABUNDANCE CHANGE 39  -9.80 40  -9.44 41 -10.62 42 -10.12 43 -20.00 44 -10.20
 ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.27 49 -10.38 50 -10.04
 ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.87 55 -10.91 56  -9.91
 ABUNDANCE CHANGE 57 -10.87 58 -10.46 59 -11.33 60 -10.54 61 -20.00 62 -11.03
 ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.69 66 -10.90 67 -11.78 68 -11.11
 ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.98 72 -11.16 73 -12.17 74 -10.93
 ABUNDANCE CHANGE 75 -11.76 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.91
 ABUNDANCE CHANGE 81 -11.14 82 -10.09 83 -11.33 84 -20.00 85 -20.00 86 -20.00
 ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.95 91 -20.00 92 -12.54
 ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
 ABUNDANCE CHANGE 99 -20.00
READ DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB, FLXCNV,VCONV,VELSND
 7.12703751E-07   6005.8 7.110E-03 3.022E+09 1.871E-01 2.336E+01 0.000E+00 0.000E+00 0.000E+00 1.493E+07
 9.57706293E-07   6023.8 9.555E-03 3.867E+09 1.760E-01 2.349E+01 0.000E+00 0.000E+00 0.000E+00 1.273E+07
 1.31133423E-06   6026.7 1.308E-02 4.918E+09 1.595E-01 2.337E+01 0.000E+00 0.000E+00 0.000E+00 1.068E+07
 1.82797235E-06   6044.2 1.824E-02 6.393E+09 1.467E-01 2.336E+01 0.000E+00 0.000E+00 4.667E+07 8.958E+06
 2.58176046E-06   6062.3 2.576E-02 8.345E+09 1.340E-01 2.334E+01 0.000E+00 0.000E+00 3.369E+07 7.484E+06
 3.67976267E-06   6085.9 3.671E-02 1.098E+10 1.231E-01 2.331E+01 0.000E+00 0.000E+00 2.551E+07 6.252E+06
 5.26776949E-06   6115.0 5.255E-02 1.453E+10 1.140E-01 2.324E+01 0.000E+00 0.000E+00 1.898E+07 5.235E+06
 7.53880313E-06   6150.4 7.521E-02 1.932E+10 1.070E-01 2.317E+01 0.000E+00 0.000E+00 1.405E+07 4.404E+06
 1.07387867E-05   6191.7 1.071E-01 2.576E+10 1.020E-01 2.302E+01 0.000E+00 0.000E+00 1.033E+07 3.730E+06
 1.51750210E-05   6238.7 1.514E-01 3.438E+10 9.892E-02 2.280E+01 0.000E+00 0.000E+00 7.598E+06 3.185E+06
 2.12192287E-05   6290.7 2.117E-01 4.583E+10 9.763E-02 2.256E+01 0.000E+00 0.000E+00 5.585E+06 2.744E+06
 2.93212677E-05   6346.2 2.925E-01 6.085E+10 9.782E-02 2.231E+01 0.000E+00 0.000E+00 4.109E+06 2.388E+06
 4.00200878E-05   6404.9 3.993E-01 8.042E+10 9.947E-02 2.203E+01 0.000E+00 0.000E+00 3.040E+06 2.100E+06
 5.39562495E-05   6465.8 5.383E-01 1.056E+11 1.024E-01 2.174E+01 0.000E+00 0.000E+00 2.252E+06 1.866E+06
 7.18885302E-05   6528.3 7.173E-01 1.378E+11 1.068E-01 2.147E+01 0.000E+00 0.000E+00 1.671E+06 1.675E+06
 9.47199008E-05   6591.7 9.451E-01 1.785E+11 1.123E-01 2.121E+01 0.000E+00 0.000E+00 1.236E+06 1.519E+06
 1.23525265E-04   6655.6 1.233E+00 2.295E+11 1.192E-01 2.091E+01 0.000E+00 0.000E+00 9.076E+05 1.392E+06
 1.59607462E-04   6719.0 1.593E+00 2.927E+11 1.272E-01 2.063E+01 0.000E+00 0.000E+00 6.530E+05 1.288E+06
 2.04552262E-04   6781.4 2.041E+00 3.704E+11 1.365E-01 2.043E+01 0.000E+00 0.000E+00 2.648E+05 1.202E+06
 2.60293541E-04   6842.3 2.597E+00 4.651E+11 1.471E-01 2.031E+01 0.000E+00 0.000E+00 1.301E+05 1.132E+06
 3.29179586E-04   6901.8 3.285E+00 5.799E+11 1.590E-01 2.032E+01 0.000E+00 0.000E+00 6.100E+04 1.074E+06
 4.13998428E-04   6960.5 4.131E+00 7.187E+11 1.725E-01 2.044E+01 0.000E+00 0.000E+00 2.370E+04 1.027E+06
 5.18014950E-04   7018.4 5.169E+00 8.862E+11 1.880E-01 2.067E+01 0.000E+00 0.000E+00 4.571E+03 9.876E+05
 6.45040566E-04   7075.8 6.437E+00 1.087E+12 2.057E-01 2.103E+01 0.000E+00 0.000E+00 0.000E+00 9.559E+05
 7.99354811E-04   7133.8 7.977E+00 1.330E+12 2.264E-01 2.143E+01 0.000E+00 0.000E+00 0.000E+00 9.303E+05
 9.85942956E-04   7191.2 9.839E+00 1.619E+12 2.501E-01 2.193E+01 0.000E+00 0.000E+00 0.000E+00 9.097E+05
 1.21068741E-03   7248.7 1.208E+01 1.963E+12 2.774E-01 2.251E+01 0.000E+00 0.000E+00 0.000E+00 8.933E+05
 1.48068854E-03   7304.8 1.477E+01 2.368E+12 3.081E-01 2.317E+01 0.000E+00 0.000E+00 0.000E+00 8.801E+05
 1.80479221E-03   7359.4 1.801E+01 2.844E+12 3.423E-01 2.394E+01 0.000E+00 0.000E+00 0.000E+00 8.694E+05
 2.19371536E-03   7412.4 2.189E+01 3.399E+12 3.805E-01 2.486E+01 0.000E+00 0.000E+00 0.000E+00 8.607E+05
 2.66015357E-03   7464.5 2.654E+01 4.050E+12 4.233E-01 2.593E+01 0.000E+00 0.000E+00 0.000E+00 8.537E+05
 3.21889344E-03   7516.0 3.211E+01 4.811E+12 4.716E-01 2.717E+01 0.000E+00 0.000E+00 0.000E+00 8.482E+05
 3.88628262E-03   7568.7 3.877E+01 5.710E+12 5.275E-01 2.856E+01 0.000E+00 0.000E+00 0.000E+00 8.442E+05
 4.68105335E-03   7621.7 4.669E+01 6.766E+12 5.912E-01 3.004E+01 0.000E+00 0.000E+00 0.000E+00 8.412E+05
 5.62628259E-03   7674.3 5.612E+01 7.995E+12 6.630E-01 3.166E+01 0.000E+00 0.000E+00 0.000E+00 8.391E+05
 6.75079717E-03   7725.6 6.732E+01 9.417E+12 7.428E-01 3.345E+01 0.000E+00 0.000E+00 0.000E+00 8.376E+05
 8.08976562E-03   7775.9 8.067E+01 1.106E+13 8.316E-01 3.548E+01 0.000E+00 0.000E+00 0.000E+00 8.365E+05
 9.68533176E-03   7825.3 9.657E+01 1.297E+13 9.306E-01 3.782E+01 0.000E+00 0.000E+00 0.000E+00 8.357E+05
 1.15841459E-02   7876.2 1.155E+02 1.521E+13 1.044E+00 4.056E+01 0.000E+00 0.000E+00 0.000E+00 8.356E+05
 1.38372289E-02   7928.8 1.379E+02 1.783E+13 1.176E+00 4.378E+01 0.000E+00 0.000E+00 0.000E+00 8.361E+05
 1.64985779E-02   7984.6 1.644E+02 2.094E+13 1.331E+00 4.762E+01 0.000E+00 0.000E+00 0.000E+00 8.372E+05
 1.96224830E-02   8045.2 1.955E+02 2.466E+13 1.518E+00 5.227E+01 0.000E+00 0.000E+00 0.000E+00 8.393E+05
 2.32569034E-02   8112.3 2.316E+02 2.914E+13 1.749E+00 5.798E+01 0.000E+00 0.000E+00 0.000E+00 8.423E+05
 2.74364776E-02   8189.3 2.732E+02 3.464E+13 2.041E+00 6.503E+01 0.000E+00 2.085E-05 0.000E+00 8.469E+05
 3.21794616E-02   8276.3 3.203E+02 4.135E+13 2.414E+00 7.388E+01 0.000E+00 7.448E-03 3.637E+01 8.529E+05
 3.74827029E-02   8376.9 3.729E+02 4.969E+13 2.903E+00 8.522E+01 0.000E+00 6.093E-02 2.462E+02 8.610E+05
 4.33167857E-02   8492.2 4.307E+02 6.002E+13 3.547E+00 9.985E+01 0.000E+00 2.521E-01 4.347E+02 8.714E+05
 4.96280026E-02   8625.4 4.931E+02 7.291E+13 4.411E+00 1.191E+02 0.000E+00 7.305E-01 6.244E+02 8.847E+05
 5.63358570E-02   8780.8 5.593E+02 8.908E+13 5.581E+00 1.442E+02 0.000E+00 1.723E+00 8.206E+02 9.019E+05
 6.33536053E-02   8961.5 6.284E+02 1.093E+14 7.162E+00 1.768E+02 0.000E+00 3.731E+00 1.033E+03 9.240E+05
 7.06068116E-02   9170.1 6.995E+02 1.341E+14 9.279E+00 2.193E+02 0.000E+00 8.117E+00 1.308E+03 9.520E+05
 7.80594005E-02   9412.7 7.722E+02 1.640E+14 1.203E+01 2.725E+02 0.000E+00 1.746E+01 1.698E+03 9.875E+05
 8.57782299E-02   9693.5 8.470E+02 1.988E+14 1.532E+01 3.331E+02 0.000E+00 3.196E+01 2.181E+03 1.031E+06
 9.39958608E-02  10018.1 9.262E+02 2.372E+14 1.891E+01 3.977E+02 0.000E+00 4.083E+01 2.538E+03 1.084E+06
 1.03160449E-01  10392.0 1.014E+03 2.771E+14 2.181E+01 4.439E+02 0.000E+00 3.195E+01 2.345E+03 1.143E+06
 1.14127285E-01  10820.0 1.119E+03 3.170E+14 2.353E+01 4.683E+02 0.000E+00 1.397E+01 1.609E+03 1.207E+06
 1.28191284E-01  11310.8 1.253E+03 3.576E+14 2.367E+01 4.659E+02 0.000E+00 3.075E+00 8.287E+02 1.276E+06
 1.47565855E-01  11873.3 1.438E+03 4.036E+14 2.224E+01 4.330E+02 0.000E+00 3.206E-01 3.384E+02 1.352E+06
 1.75447308E-01  12511.7 1.705E+03 4.624E+14 2.035E+01 3.963E+02 0.000E+00 1.727E-02 1.134E+02 1.438E+06
 2.16553425E-01  13234.9 2.101E+03 5.439E+14 1.827E+01 3.555E+02 0.000E+00 5.242E-04 1.586E+01 1.526E+06
